code,name,classification,,,,,,,,,,,
1106,Mouterijen,0,,,,,,,,,,,
1107,Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water,0,,,,,,,,,,,
12,Vervaardiging van tabaksproducten,0,,,,,,,,,,,
120 ,Vervaardiging van tabaksproducten,0,,,,,,,,,,,
1200,Vervaardiging van tabaksproducten,0,,,,,,,,,,,
13 ,Vervaardiging van textiel,0,,,,,,,,,,,
131,Bewerken en spinnen van textielvezels,0,,,,,,,,,,,
1310,Bewerken en spinnen van textielvezels,0,,,,,,,,,,,
132,Weven van textiel,0,,,,,,,,,,,
1320,Weven van textiel,0,,,,,,,,,,,
133,Textielveredeling,0,,,,,,,,,,,
1330,Textielveredeling,0,,,,,,,,,,,
139,Vervaardiging van overige textielproducten,0,,,,,,,,,,,
1391,Vervaardiging van gebreide en gehaakte stoffen,0,,,,,,,,,,,
1392,Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding),0,,,,,,,,,,,
1393,Vervaardiging van vloerkleden en tapijt,0,,,,,,,,,,,
1394,"Vervaardiging van koord, bindgaren, touw en netten",0,,,,,,,,,,,
1395,Vervaardiging van gebonden textielvlies en artikelen daarvan (geen kleding),0,,,,,,,,,,,
1396,Vervaardiging van technisch en industrieel textiel,0,,,,,,,,,,,
1399,Vervaardiging van overige textielproducten (rest),0,,,,,,,,,,,
14 ,Vervaardiging van kleding,0,,,,,,,,,,,
141,Vervaardiging van kleding (geen bontkleding),0,,,,,,,,,,,
1411,Vervaardiging van kleding van leer,0,,,,,,,,,,,
1412,Vervaardiging van werkkleding,0,,,,,,,,,,,
1413,Vervaardiging van overige bovenkleding,0,,,,,,,,,,,
1414,Vervaardiging van onderkleding,0,,,,,,,,,,,
1419,Vervaardiging van baby- en sportkleding en kledingaccessoires,0,,,,,,,,,,,
142,Vervaardiging van artikelen van bont,0,,,,,,,,,,,
1420,Vervaardiging van artikelen van bont,0,,,,,,,,,,,
143,Vervaardiging van gebreide en gehaakte kleding,0,,,,,,,,,,,
1431,Vervaardiging van gebreide en gehaakte kousen en sokken,0,,,,,,,,,,,
1439,Vervaardiging van gebreide en gehaakte kleding (geen kousen en sokken),0,,,,,,,,,,,
15,"Vervaardiging van leer, lederwaren en schoenen",0,,,,,,,,,,,
151,"Looien en bewerken van leer; vervaardiging van koffers, tassen, zadel- en tuigmakerswerk; bereiden en verven van bont",0,,,,,,,,,,,
1511,Looien en bewerken van leer; bereiden en verven van bont,0,,,,,,,,,,,
1512,"Vervaardiging van koffers, tassen e.d. en van zadel- en tuigmakerswerk",0,,,,,,,,,,,
152,Vervaardiging van schoenen,0,,,,,,,,,,,
1520,Vervaardiging van schoenen,0,,,,,,,,,,,
16,"Primaire houtbewerking en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk ( geen meubels) ",0,,,,,,,,,,,
161,Primaire houtbewerking en verduurzamen van hout,0,,,,,,,,,,,
1610,Primaire houtbewerking en verduurzamen van hout,0,,,,,,,,,,,
16101,Zagen en schaven en overige primaire houtbewerking,0,,,,,,,,,,,
16102,Verduurzamen van hout,0,,,,,,,,,,,
162,"Vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)",0,,,,,,,,,,,
1621,Vervaardiging van fineer en plaatmateriaal op basis van hout,0,,,,,,,,,,,
1622,Vervaardiging van panelen voor parketvloeren,0,,,,,,,,,,,
1623,Vervaardiging van overig timmerwerk voor de bouw ,0,,,,,,,,,,,
16231,"Vervaardiging van deuren, ramen en kozijnen van hout",0,,,,,,,,,,,
16239,"Vervaardiging van overig timmerwerk voor de bouw (geen deuren, ramen en kozijnen)",0,,,,,,,,,,,
1624,Vervaardiging van houten emballage,0,,,,,,,,,,,
1629,"Vervaardiging van overige artikelen van hout en van artikelen van kurk, riet en vlechtwerk (geen meubels)",0,,,,,,,,,,,
17,"Vervaardiging van papier, karton en papier- en kartonwaren ",0,,,,,,,,,,,
171,"Vervaardiging van papierpulp, papier en karton",0,,,,,,,,,,,
1711,Vervaardiging van papierpulp,0,,,,,,,,,,,
1712,Vervaardiging van papier en karton,0,,,,,,,,,,,
17121,Vervaardiging van grafisch papier en karton,0,,,,,,,,,,,
17122,Vervaardiging van papier en karton voor verpakking,0,,,,,,,,,,,
17129,Vervaardiging van papier en karton (geen grafisch en niet voor verpakking),0,,,,,,,,,,,
172,Vervaardiging van papier- en kartonwaren,0,,,,,,,,,,,
1721,Vervaardiging van verpakkingsmiddelen van papier en karton; vervaardiging van golfpapier en -karton,0,,,,,,,,,,,
17211,Vervaardiging van verpakkingsmiddelen van papier en karton,0,,,,,,,,,,,
17212,Vervaardiging van golfpapier en -karton,0,,,,,,,,,,,
1722,Vervaardiging van huishoudelijke en sanitaire papierwaren,0,,,,,,,,,,,
1723,Vervaardiging van kantoorbenodigdheden van papier,0,,,,,,,,,,,
1724,Vervaardiging van behangselpapier,0,,,,,,,,,,,
1729,Vervaardiging van overige papier- en kartonwaren ,0,,,,,,,,,,,
18,"Drukkerijen, reproductie van opgenomen media",0,,,,,,,,,,,
181,Drukkerijen en dienstverlening voor drukkerijen,0,,,,,,,,,,,
1811,Drukkerijen van dagbladen,0,,,,,,,,,,,
1812,Overige drukkerijen,0,,,,,,,,,,,
18121,Drukkerijen van boeken e.d.,0,,,,,,,,,,,
18122,Drukkerijen van tijdschriften ,0,,,,,,,,,,,
18123,Drukkerijen van reclame,0,,,,,,,,,,,
18124,Drukkerijen van verpakkingen,0,,,,,,,,,,,
18125,Drukkerijen van formulieren,0,,,,,,,,,,,
18129,Overige drukkerijen (rest) ,0,,,,,,,,,,,
1813,Prepress- en premedia-activiteiten,0,,,,,,,,,,,
1814,Grafische afwerking en overige activiteiten verwant aan de drukkerij ,0,,,,,,,,,,,
182,Reproductie van opgenomen media,0,,,,,,,,,,,
1820,Reproductie van opgenomen media,0,,,,,,,,,,,
19,Vervaardiging van cokesovenproducten en aardolieverwerking,0,,,,,,,,,,,
191,Vervaardiging van cokesovenproducten,0,,,,,,,,,,,
1910,Vervaardiging van cokesovenproducten,0,,,,,,,,,,,
192,Aardolieverwerking,0,,,,,,,,,,,
1920,Aardolieverwerking,0,,,,,,,,,,,
19201,Aardolieraffinage,0,,,,,,,,,,,
19202,Aardolieverwerking (geen -raffinage),0,,,,,,,,,,,
20,Vervaardiging van chemische producten,0,,,,,,,,,,,
201,"Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van",0,,,,,,,,,,,
2011,Vervaardiging van industriële gassen,0,,,,,,,,,,,
2012,Vervaardiging van kleur- en verfstoffen,0,,,,,,,,,,,
2013,Vervaardiging van overige anorganische basischemicaliën ,0,,,,,,,,,,,
2014,Vervaardiging van overige organische basischemicaliën ,0,,,,,,,,,,,
20141,Vervaardiging van petrochemische producten,0,,,,,,,,,,,
20149,Vervaardiging van overige organische basischemicaliën (geen petrochemische producten),0,,,,,,,,,,,
2015,Vervaardiging van meststoffen en stikstofverbindingen,0,,,,,,,,,,,
2016,Vervaardiging van kunststof in primaire vorm,0,,,,,,,,,,,
2017,Vervaardiging van synthetische rubber in primaire vorm,0,,,,,,,,,,,
202,Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën,0,,,,,,,,,,,
2020,Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën,0,,,,,,,,,,,
203,"Vervaardiging van verf, vernis e.d., drukinkt en mastiek",0,,,,,,,,,,,
2030,"Vervaardiging van verf, vernis e.d., drukinkt en mastiek",0,,,,,,,,,,,
204,"Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen, parfums en cosmetica",0,,,,,,,,,,,
2041," Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen",0,,,,,,,,,,,
2042,Vervaardiging van parfums en cosmetica,0,,,,,,,,,,,
205,Vervaardiging van overige chemische producten,0,,,,,,,,,,,
2051,Vervaardiging van kruit en springstoffen en van lucifers,0,,,,,,,,,,,
2052,Vervaardiging van lijm en bereide kleefmiddelen,0,,,,,,,,,,,
2053,Vervaardiging van etherische oliën,0,,,,,,,,,,,
2059,Vervaardiging van overige chemische producten (rest),0,,,,,,,,,,,
206,Vervaardiging van synthetische en kunstmatige vezels,0,,,,,,,,,,,
2060,Vervaardiging van synthetische en kunstmatige vezels,0,,,,,,,,,,,
21,Vervaardiging van farmaceutische grondstoffen en producten,0,,,,,,,,,,,
211,Vervaardiging van farmaceutische grondstoffen,0,,,,,,,,,,,
2110,Vervaardiging van farmaceutische grondstoffen,0,,,,,,,,,,,
212,Vervaardiging van farmaceutische producten (geen grondstoffen),0,,,,,,,,,,,
2120,Vervaardiging van farmaceutische producten (geen grondstoffen),0,,,,,,,,,,,
22,Vervaardiging van producten van rubber en kunststof,0,,,,,,,,,,,
221,Vervaardiging van producten van rubber,0,,,,,,,,,,,
2211,Vervaardiging van rubberbanden en loopvlakvernieuwing,0,,,,,,,,,,,
2219,Vervaardiging van producten van rubber (geen banden),0,,,,,,,,,,,
222,Vervaardiging van producten van kunststof,0,,,,,,,,,,,
2221,"Vervaardiging van platen, folie, buizen en profielen van kunststof",0,,,,,,,,,,,
2222,Vervaardiging van verpakkingsmiddelen van kunststof,0,,,,,,,,,,,
2223,Vervaardiging van kunststofproducten voor de bouw,0,,,,,,,,,,,
2229,Vervaardiging van overige producten van kunststof,0,,,,,,,,,,,
23,Vervaardiging van overige niet-metaalhoudende minerale producten,0,,,,,,,,,,,
231,Vervaardiging van glas en glaswerk,0,,,,,,,,,,,
2311,Vervaardiging van vlakglas,0,,,,,,,,,,,
2312,Vormen en bewerken van vlakglas,0,,,,,,,,,,,
2313,Vervaardiging van holglas,0,,,,,,,,,,,
2314,Vervaardiging van glasvezels,0,,,,,,,,,,,
2319,"Vervaardiging en bewerking van overig glas,  inclusief technisch glaswerk",0,,,,,,,,,,,
232,Vervaardiging van vuurvaste keramische producten,0,,,,,,,,,,,
2320,Vervaardiging van vuurvaste keramische  producten,0,,,,,,,,,,,
233,Vervaardiging van producten van klei voor de bouw ,0,,,,,,,,,,,
2331,Vervaardiging van keramische tegels en plavuizen,0,,,,,,,,,,,
2332,Vervaardiging van producten van klei voor de bouw (geen tegels en plavuizen),0,,,,,,,,,,,
234,Vervaardiging van overige keramische producten,0,,,,,,,,,,,
2341,Vervaardiging van huishoudelijk en sieraardewerk,0,,,,,,,,,,,
2342,Vervaardiging van sanitair aardewerk,0,,,,,,,,,,,
2343,Vervaardiging van electrische isolatoren en isolerende fittingen van keramische stoffen,0,,,,,,,,,,,
2344,Vervaardiging van overig technisch aardewerk,0,,,,,,,,,,,
2349,Vervaardiging van overige keramische producten (rest),0,,,,,,,,,,,
235,"Vervaardiging van cement, kalk en gips",0,,,,,,,,,,,
2351,Vervaardiging van cement,0,,,,,,,,,,,
2352,Vervaardiging van kalk en gips,0,,,,,,,,,,,
236,"Vervaardiging van producten van beton, gips en cement",0,,,,,,,,,,,
2361,"Vervaardiging van producten voor de bouw van beton, kalkzandsteen en van cellenbeton",0,,,,,,,,,,,
23611,Vervaardiging van producten voor de bouw van beton,0,,,,,,,,,,,
23612,Vervaardiging van producten voor de bouw van kalkzandsteen en cellenbeton,0,,,,,,,,,,,
2362,Vervaardiging van producten voor de bouw van gips,0,,,,,,,,,,,
2363,Vervaardiging van stortklare beton,0,,,,,,,,,,,
2364,Vervaardiging van mortel in droge vorm,0,,,,,,,,,,,
2365,Vervaardiging van producten van vezelcement,0,,,,,,,,,,,
2369,"Vervaardiging van overige producten van beton, gips en cement",0,,,,,,,,,,,
237,Natuursteenbewerking,0,,,,,,,,,,,
2370,Natuursteenbewerking,0,,,,,,,,,,,
239,Vervaardiging van overige niet-metaalhoudende minerale producten,0,,,,,,,,,,,
2391,"Vervaardiging van schuur-, slijp- en polijstmiddelen",0,,,,,,,,,,,
2399,"Vervaardiging van overige niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen)",0,,,,,,,,,,,
24,Vervaardiging van metalen in primaire vorm,0,,,,,,,,,,,
241,Vervaardiging van ijzer en staal en van ferrolegeringen,0,,,,,,,,,,,
2410,Vervaardiging van ijzer en staal en van ferrolegeringen,0,,,,,,,,,,,
242 ,"Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor",0,,,,,,,,,,,
2420,"Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor",0,,,,,,,,,,,
243 ,Overige eerste verwerking van staal,0,,,,,,,,,,,
2431,Koudtrekken van staven,0,,,,,,,,,,,
2432,Koudwalsen van bandstaal,0,,,,,,,,,,,
2433,Koudvervormen en koudfelsen,0,,,,,,,,,,,
2434,Koudtrekken van draad,0,,,,,,,,,,,
244,Vervaardiging van edelmetalen en  overige non-ferrometalen,0,,,,,,,,,,,
2441,Vervaardiging van edelmetalen,0,,,,,,,,,,,
2442,Vervaardiging van aluminium,0,,,,,,,,,,,
2443,"Vervaardiging van lood, zink en tin",0,,,,,,,,,,,
2444,Vervaardiging van koper,0,,,,,,,,,,,
2445,Vervaardiging van overige non-ferrometalen,0,,,,,,,,,,,
2446,Smelten en raffineren van uranium,0,,,,,,,,,,,
245,Gieten van metalen,0,,,,,,,,,,,
2451,Gieten van ijzer ,0,,,,,,,,,,,
2452,Gieten van staal,0,,,,,,,,,,,
2453,Gieten van lichte metalen,0,,,,,,,,,,,
2454,Gieten van overige  non-ferrometalen,0,,,,,,,,,,,
25,Vervaardiging van producten van metaal (geen machines en apparaten),0,,,,,,,,,,,
251 ,Vervaardiging van metalen producten voor de bouw ,0,,,,,,,,,,,
2511,Vervaardiging van metalen constructiewerken en delen daarvan,0,,,,,,,,,,,
2512,"Vervaardiging van metalen deuren, vensters en kozijnen",0,,,,,,,,,,,
252,Vervaardiging van reservoirs van metaal en van ketels en radiatoren voor centrale verwarming ,0,,,,,,,,,,,
2521,Vervaardiging van ketels en radiatoren voor centrale verwarming,0,,,,,,,,,,,
2529,Vervaardiging van metalen tanks en reservoirs,0,,,,,,,,,,,
253 ,Vervaardiging van stoomketels (geen ketels voor centrale verwarming),0,,,,,,,,,,,
2530,Vervaardiging van stoomketels (geen ketels voor centrale verwarming),0,,,,,,,,,,,
254 ,Vervaardiging van wapens en munitie,0,,,,,,,,,,,
2540,Vervaardiging van wapens en munitie,0,,,,,,,,,,,
255 ,"Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie",0,,,,,,,,,,,
2550,"Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie",0,,,,,,,,,,,
256,Oppervlaktebehandeling en bekleding van metaal; algemene metaalbewerking ,0,,,,,,,,,,,
2561,Oppervlaktebehandeling en bekleding van metaal,0,,,,,,,,,,,
2562,Algemene metaalbewerking,0,,,,,,,,,,,
257,"Vervaardiging van scharen, messen en  bestek, hang- en sluitwerk en gereedschap",0,,,,,,,,,,,
2571,"Vervaardiging van scharen, messen en bestek",0,,,,,,,,,,,
2572,Vervaardiging van hang- en sluitwerk,0,,,,,,,,,,,
2573,Vervaardiging van gereedschap,0,,,,,,,,,,,
259,Vervaardiging van overige producten van metaal,0,,,,,,,,,,,
2591,Vervaardiging van stalen vaten e.d.,0,,,,,,,,,,,
2592,Vervaardiging van verpakkingsmiddelen van licht metaal,0,,,,,,,,,,,
2593,Vervaardiging van artikelen van draad en van kettingen en veren,0,,,,,,,,,,,
2594,"Vervaardiging van bouten, schroeven en moeren",0,,,,,,,,,,,
2599,Vervaardiging van overige producten van metaal (rest),0,,,,,,,,,,,
26,Vervaardiging van computers en van elektronische en optische apparatuur,0,,,,,,,,,,,
261,Vervaardiging van elektronische componenten en printplaten,0,,,,,,,,,,,
2611,Vervaardiging van elektronische componenten,0,,,,,,,,,,,
2612,Vervaardiging van elektronische printplaten,0,,,,,,,,,,,
262,Vervaardiging van computers en randapparatuur,0,,,,,,,,,,,
2620,Vervaardiging van computers en randapparatuur,0,,,,,,,,,,,
263,Vervaardiging van communicatieapparatuur,0,,,,,,,,,,,
2630,Vervaardiging van communicatieapparatuur,0,,,,,,,,,,,
264,Vervaardiging van consumentenelektronica,0,,,,,,,,,,,
2640,Vervaardiging van consumentenelektronica,0,,,,,,,,,,,
265,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur en van uurwerken",0,,,,,,,,,,,
2651,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",0,,,,,,,,,,,
2652,Vervaardiging van uurwerken,0,,,,,,,,,,,
266,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur,0,,,,,,,,,,,
2660,Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur,0,,,,,,,,,,,
267,Vervaardiging van optische instrumenten en apparatuur,0,,,,,,,,,,,
2670,Vervaardiging van optische instrumenten en apparatuur,0,,,,,,,,,,,
268,Vervaardiging van informatiedragers,0,,,,,,,,,,,
2680,Vervaardiging van informatiedragers,0,,,,,,,,,,,
27,Vervaardiging van elektrische apparatuur,0,,,,,,,,,,,
271,"Vervaardiging van elektromotoren, elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen",0,,,,,,,,,,,
2711,"Vervaardiging van elektromotoren,  elektrische generatoren en transformatoren",0,,,,,,,,,,,
2712,Vervaardiging van schakel- en verdeelinrichtingen,0,,,,,,,,,,,
272,Vervaardiging van batterijen en accumulatoren,0,,,,,,,,,,,
2720,Vervaardiging van batterijen en accumulatoren,0,,,,,,,,,,,
273,"Vervaardiging van elektrische en elektronische kabels en van schakelaars, stekkers, stopcontacten e.d.",0,,,,,,,,,,,
2731,Vervaardiging van kabels van optische vezels,0,,,,,,,,,,,
2732,Vervaardiging van overige elektrische en elektronische kabel,0,,,,,,,,,,,
2733,"Vervaardiging van schakelaars, stekkers, stopcontacten e.d.",0,,,,,,,,,,,
274,Vervaardiging van elektrische lampen en verlichtingsapparaten ,0,,,,,,,,,,,
2740,Vervaardiging van elektrische lampen en verlichtingsapparaten ,0,,,,,,,,,,,
275,Vervaardiging van huishoudapparaten,0,,,,,,,,,,,
2751,Vervaardiging van elektrische huishoudapparaten,0,,,,,,,,,,,
2752,Vervaardiging van niet-elektrische huishoudapparaten,0,,,,,,,,,,,
